"Species","Year","Rate","PARAMETER","param.descr","value"
"BEWR",2013,109.79375547346,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.67
"BEWR",2013,109.79375547346,"WS2M","Wind Speed at 2 Meters (m/s) ",1.67
"BEWR",2013,109.79375547346,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"BEWR",2013,109.79375547346,NA,"Populationpersons",1867302
"BEWR",2013,109.79375547346,NA,"Percapitapersonalincome",72927
"BEWR",2013,109.79375547346,NA,"Farmproprietorsincome",105915
"BEWR",2013,109.79375547346,NA,"Nonfarmproprietorsincome",10035449
"BEWR",2013,109.79375547346,NA,"Farmproprietorsemployment",834
"BEWR",2013,109.79375547346,NA,"Nonfarmproprietorsemployment",233578
"BEWR",2014,130.21251228145,"PRECTOT","Precipitation (mm day-1) ",559.98
"BEWR",2014,130.21251228145,"RH2M","Relative Humidity at 2 Meters (%) ",65.03
"BEWR",2014,130.21251228145,"T2M","Temperature at 2 Meters (C) ",15.67
"BEWR",2014,130.21251228145,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",23.41
"BEWR",2014,130.21251228145,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",10.01
"BEWR",2014,130.21251228145,"PS","Surface Pressure (kPa) ",98.81
"BEWR",2014,130.21251228145,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"BEWR",2014,130.21251228145,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.57
"BEWR",2014,130.21251228145,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.33
"BEWR",2014,130.21251228145,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.61
"BEWR",2014,130.21251228145,"WS2M","Wind Speed at 2 Meters (m/s) ",1.63
"BEWR",2014,130.21251228145,"WS10M","Wind Speed at 10 Meters (m/s) ",2.84
"BEWR",2014,130.21251228145,NA,"Populationpersons",1892984
"BEWR",2014,130.21251228145,NA,"Percapitapersonalincome",79055
"BEWR",2014,130.21251228145,NA,"Farmproprietorsincome",115041
"BEWR",2014,130.21251228145,NA,"Nonfarmproprietorsincome",10592419
"BEWR",2014,130.21251228145,NA,"Farmproprietorsemployment",800
"BEWR",2014,130.21251228145,NA,"Nonfarmproprietorsemployment",238672
"BEWR",2015,119.637516182313,"PRECTOT","Precipitation (mm day-1) ",302.7
"BEWR",2015,119.637516182313,"RH2M","Relative Humidity at 2 Meters (%) ",67.94
"BEWR",2015,119.637516182313,"T2M","Temperature at 2 Meters (C) ",15.1
"BEWR",2015,119.637516182313,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.42
"BEWR",2015,119.637516182313,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.76
"BEWR",2015,119.637516182313,"PS","Surface Pressure (kPa) ",98.83
"BEWR",2015,119.637516182313,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"BEWR",2015,119.637516182313,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.51
"BEWR",2015,119.637516182313,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.24
"BEWR",2015,119.637516182313,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.6
"BEWR",2015,119.637516182313,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"BEWR",2015,119.637516182313,"WS10M","Wind Speed at 10 Meters (m/s) ",2.81
"BEWR",2015,119.637516182313,NA,"Populationpersons",1917481
"BEWR",2015,119.637516182313,NA,"Percapitapersonalincome",86188
"BEWR",2015,119.637516182313,NA,"Farmproprietorsincome",195080
"BEWR",2015,119.637516182313,NA,"Nonfarmproprietorsincome",11082780
"BEWR",2015,119.637516182313,NA,"Farmproprietorsemployment",798
"BEWR",2015,119.637516182313,NA,"Nonfarmproprietorsemployment",250472
"BEWR",2016,145.188338989428,"PRECTOT","Precipitation (mm day-1) ",643.39
"BEWR",2016,145.188338989428,"RH2M","Relative Humidity at 2 Meters (%) ",70.72
"BEWR",2016,145.188338989428,"T2M","Temperature at 2 Meters (C) ",14.55
"BEWR",2016,145.188338989428,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.6
"BEWR",2016,145.188338989428,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.24
"BEWR",2016,145.188338989428,"PS","Surface Pressure (kPa) ",98.86
"BEWR",2016,145.188338989428,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"BEWR",2016,145.188338989428,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.61
"BEWR",2016,145.188338989428,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"BEWR",2016,145.188338989428,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"BEWR",2016,145.188338989428,"WS2M","Wind Speed at 2 Meters (m/s) ",1.69
"BEWR",2016,145.188338989428,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"BEWR",2016,145.188338989428,NA,"Populationpersons",1929581
"BEWR",2016,145.188338989428,NA,"Percapitapersonalincome",92505
"BEWR",2016,145.188338989428,NA,"Farmproprietorsincome",184309
"BEWR",2016,145.188338989428,NA,"Nonfarmproprietorsincome",11798880
"BEWR",2016,145.188338989428,NA,"Farmproprietorsemployment",774
"BEWR",2016,145.188338989428,NA,"Nonfarmproprietorsemployment",254901
"BEWR",2017,136.179578216433,"PRECTOT","Precipitation (mm day-1) ",716.61
"BEWR",2017,136.179578216433,"RH2M","Relative Humidity at 2 Meters (%) ",67.4
"BEWR",2017,136.179578216433,"T2M","Temperature at 2 Meters (C) ",14.75
"BEWR",2017,136.179578216433,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.92
"BEWR",2017,136.179578216433,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.37
"BEWR",2017,136.179578216433,"PS","Surface Pressure (kPa) ",98.81
"BEWR",2017,136.179578216433,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"BEWR",2017,136.179578216433,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"BEWR",2017,136.179578216433,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"BEWR",2017,136.179578216433,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.68
"BEWR",2017,136.179578216433,"WS2M","Wind Speed at 2 Meters (m/s) ",1.68
"BEWR",2017,136.179578216433,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"BEWR",2017,136.179578216433,NA,"Populationpersons",1933383
"BEWR",2017,136.179578216433,NA,"Percapitapersonalincome",100177
"BEWR",2017,136.179578216433,NA,"Farmproprietorsincome",166661
"BEWR",2017,136.179578216433,NA,"Nonfarmproprietorsincome",13496231
"BEWR",2017,136.179578216433,NA,"Farmproprietorsemployment",767
"BEWR",2017,136.179578216433,NA,"Nonfarmproprietorsemployment",263510
"BUSH",1996,135.515579519969,"PRECTOT","Precipitation (mm day-1) ",847.76
"BUSH",1996,135.515579519969,"RH2M","Relative Humidity at 2 Meters (%) ",68.96
"BUSH",1996,135.515579519969,"T2M","Temperature at 2 Meters (C) ",14.56
"BUSH",1996,135.515579519969,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.84
"BUSH",1996,135.515579519969,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.01
"BUSH",1996,135.515579519969,"PS","Surface Pressure (kPa) ",98.8
"BUSH",1996,135.515579519969,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.9
"BUSH",1996,135.515579519969,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.68
"BUSH",1996,135.515579519969,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.56
"BUSH",1996,135.515579519969,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"BUSH",1996,135.515579519969,"WS2M","Wind Speed at 2 Meters (m/s) ",1.71
"BUSH",1996,135.515579519969,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"BUSH",1996,135.515579519969,NA,"Populationpersons",1608695
"BUSH",1996,135.515579519969,NA,"Percapitapersonalincome",34005
"BUSH",1996,135.515579519969,NA,"Farmproprietorsincome",30198
"BUSH",1996,135.515579519969,NA,"Nonfarmproprietorsincome",4126742
"BUSH",1996,135.515579519969,NA,"Farmproprietorsemployment",1140
"BUSH",1996,135.515579519969,NA,"Nonfarmproprietorsemployment",176001
"BUSH",1997,127.957968773171,"PRECTOT","Precipitation (mm day-1) ",498.01
"BUSH",1997,127.957968773171,"RH2M","Relative Humidity at 2 Meters (%) ",68.92
"BUSH",1997,127.957968773171,"T2M","Temperature at 2 Meters (C) ",14.59
"BUSH",1997,127.957968773171,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.01
"BUSH",1997,127.957968773171,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.98
"BUSH",1997,127.957968773171,"PS","Surface Pressure (kPa) ",98.81
"BUSH",1997,127.957968773171,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",1
"BUSH",1997,127.957968773171,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.78
"BUSH",1997,127.957968773171,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.71
"BUSH",1997,127.957968773171,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.89
"BUSH",1997,127.957968773171,"WS2M","Wind Speed at 2 Meters (m/s) ",1.81
"BUSH",1997,127.957968773171,"WS10M","Wind Speed at 10 Meters (m/s) ",3.17
"BUSH",1997,127.957968773171,NA,"Populationpersons",1637414
"BUSH",1997,127.957968773171,NA,"Percapitapersonalincome",37053
"BUSH",1997,127.957968773171,NA,"Farmproprietorsincome",46862
"BUSH",1997,127.957968773171,NA,"Nonfarmproprietorsincome",4835677
"BUSH",1997,127.957968773171,NA,"Farmproprietorsemployment",1160
"BUSH",1997,127.957968773171,NA,"Nonfarmproprietorsemployment",174912
"BUSH",1998,115.636346816531,"PRECTOT","Precipitation (mm day-1) ",899.91
"BUSH",1998,115.636346816531,"RH2M","Relative Humidity at 2 Meters (%) ",74.22
"BUSH",1998,115.636346816531,"T2M","Temperature at 2 Meters (C) ",13.37
"BUSH",1998,115.636346816531,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",19.71
"BUSH",1998,115.636346816531,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.5
"BUSH",1998,115.636346816531,"PS","Surface Pressure (kPa) ",98.77
"BUSH",1998,115.636346816531,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"BUSH",1998,115.636346816531,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.67
"BUSH",1998,115.636346816531,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.51
"BUSH",1998,115.636346816531,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.73
"BUSH",1998,115.636346816531,"WS2M","Wind Speed at 2 Meters (m/s) ",1.72
"BUSH",1998,115.636346816531,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"BUSH",1998,115.636346816531,NA,"Populationpersons",1658960
"BUSH",1998,115.636346816531,NA,"Percapitapersonalincome",39600
"BUSH",1998,115.636346816531,NA,"Farmproprietorsincome",48424
"BUSH",1998,115.636346816531,NA,"Nonfarmproprietorsincome",5172508
"BUSH",1998,115.636346816531,NA,"Farmproprietorsemployment",1161
"BUSH",1998,115.636346816531,NA,"Nonfarmproprietorsemployment",182029
"BUSH",1999,241.884816741263,"PRECTOT","Precipitation (mm day-1) ",457.46
"BUSH",1999,241.884816741263,"RH2M","Relative Humidity at 2 Meters (%) ",67.86
"BUSH",1999,241.884816741263,"T2M","Temperature at 2 Meters (C) ",13.3
"BUSH",1999,241.884816741263,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.82
"BUSH",1999,241.884816741263,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",7.79
"BUSH",1999,241.884816741263,"PS","Surface Pressure (kPa) ",98.92
"BUSH",1999,241.884816741263,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.97
"BUSH",1999,241.884816741263,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.62
"BUSH",1999,241.884816741263,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.44
"BUSH",1999,241.884816741263,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.78
"BUSH",1999,241.884816741263,"WS2M","Wind Speed at 2 Meters (m/s) ",1.74
"BUSH",1999,241.884816741263,"WS10M","Wind Speed at 10 Meters (m/s) ",3.03
"BUSH",1999,241.884816741263,NA,"Populationpersons",1671498
"BUSH",1999,241.884816741263,NA,"Percapitapersonalincome",44124
"BUSH",1999,241.884816741263,NA,"Farmproprietorsincome",48078
"BUSH",1999,241.884816741263,NA,"Nonfarmproprietorsincome",5242916
"BUSH",1999,241.884816741263,NA,"Farmproprietorsemployment",1141
"BUSH",1999,241.884816741263,NA,"Nonfarmproprietorsemployment",175794
"BUSH",2000,220.927239142633,"PRECTOT","Precipitation (mm day-1) ",560.49
"BUSH",2000,220.927239142633,"RH2M","Relative Humidity at 2 Meters (%) ",70.42
"BUSH",2000,220.927239142633,"T2M","Temperature at 2 Meters (C) ",13.78
"BUSH",2000,220.927239142633,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.94
"BUSH",2000,220.927239142633,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.47
"BUSH",2000,220.927239142633,"PS","Surface Pressure (kPa) ",98.87
"BUSH",2000,220.927239142633,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.94
"BUSH",2000,220.927239142633,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"BUSH",2000,220.927239142633,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.36
"BUSH",2000,220.927239142633,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"BUSH",2000,220.927239142633,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"BUSH",2000,220.927239142633,"WS10M","Wind Speed at 10 Meters (m/s) ",2.97
"BUSH",2000,220.927239142633,NA,"Populationpersons",1684947
"BUSH",2000,220.927239142633,NA,"Percapitapersonalincome",54686
"BUSH",2000,220.927239142633,NA,"Farmproprietorsincome",134262
"BUSH",2000,220.927239142633,NA,"Nonfarmproprietorsincome",5835942
"BUSH",2000,220.927239142633,NA,"Farmproprietorsemployment",1123
"BUSH",2000,220.927239142633,NA,"Nonfarmproprietorsemployment",172999
"BUSH",2001,181.589356291136,"PRECTOT","Precipitation (mm day-1) ",628.37
"BUSH",2001,181.589356291136,"RH2M","Relative Humidity at 2 Meters (%) ",68.31
"BUSH",2001,181.589356291136,"T2M","Temperature at 2 Meters (C) ",14.06
"BUSH",2001,181.589356291136,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.47
"BUSH",2001,181.589356291136,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.49
"BUSH",2001,181.589356291136,"PS","Surface Pressure (kPa) ",98.81
"BUSH",2001,181.589356291136,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"BUSH",2001,181.589356291136,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.7
"BUSH",2001,181.589356291136,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.57
"BUSH",2001,181.589356291136,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"BUSH",2001,181.589356291136,"WS2M","Wind Speed at 2 Meters (m/s) ",1.75
"BUSH",2001,181.589356291136,"WS10M","Wind Speed at 10 Meters (m/s) ",3.04
"BUSH",2001,181.589356291136,NA,"Populationpersons",1688082
"BUSH",2001,181.589356291136,NA,"Percapitapersonalincome",51385
"BUSH",2001,181.589356291136,NA,"Farmproprietorsincome",90187
"BUSH",2001,181.589356291136,NA,"Nonfarmproprietorsincome",8373294
"BUSH",2001,181.589356291136,NA,"Farmproprietorsemployment",1025
"BUSH",2001,181.589356291136,NA,"Nonfarmproprietorsemployment",163085
"BUSH",2002,283.873072815495,"PRECTOT","Precipitation (mm day-1) ",490.39
"BUSH",2002,283.873072815495,"RH2M","Relative Humidity at 2 Meters (%) ",68.08
"BUSH",2002,283.873072815495,"T2M","Temperature at 2 Meters (C) ",13.85
"BUSH",2002,283.873072815495,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.27
"BUSH",2002,283.873072815495,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.39
"BUSH",2002,283.873072815495,"PS","Surface Pressure (kPa) ",98.87
"BUSH",2002,283.873072815495,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.96
"BUSH",2002,283.873072815495,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.59
"BUSH",2002,283.873072815495,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.38
"BUSH",2002,283.873072815495,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.76
"BUSH",2002,283.873072815495,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"BUSH",2002,283.873072815495,"WS10M","Wind Speed at 10 Meters (m/s) ",2.96
"BUSH",2002,283.873072815495,NA,"Populationpersons",1669348
"BUSH",2002,283.873072815495,NA,"Percapitapersonalincome",48667
"BUSH",2002,283.873072815495,NA,"Farmproprietorsincome",62487
"BUSH",2002,283.873072815495,NA,"Nonfarmproprietorsincome",9089287
"BUSH",2002,283.873072815495,NA,"Farmproprietorsemployment",948
"BUSH",2002,283.873072815495,NA,"Nonfarmproprietorsemployment",167524
"BUSH",2003,214.183940800662,"PRECTOT","Precipitation (mm day-1) ",452.78
"BUSH",2003,214.183940800662,"RH2M","Relative Humidity at 2 Meters (%) ",69.45
"BUSH",2003,214.183940800662,"T2M","Temperature at 2 Meters (C) ",14.4
"BUSH",2003,214.183940800662,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.57
"BUSH",2003,214.183940800662,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.02
"BUSH",2003,214.183940800662,"PS","Surface Pressure (kPa) ",98.82
"BUSH",2003,214.183940800662,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.91
"BUSH",2003,214.183940800662,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"BUSH",2003,214.183940800662,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.37
"BUSH",2003,214.183940800662,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"BUSH",2003,214.183940800662,"WS2M","Wind Speed at 2 Meters (m/s) ",1.66
"BUSH",2003,214.183940800662,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"BUSH",2003,214.183940800662,NA,"Populationpersons",1663592
"BUSH",2003,214.183940800662,NA,"Percapitapersonalincome",49182
"BUSH",2003,214.183940800662,NA,"Farmproprietorsincome",51772
"BUSH",2003,214.183940800662,NA,"Nonfarmproprietorsincome",8707737
"BUSH",2003,214.183940800662,NA,"Farmproprietorsemployment",891
"BUSH",2003,214.183940800662,NA,"Nonfarmproprietorsemployment",180965
"BUSH",2004,201.947993862334,"PRECTOT","Precipitation (mm day-1) ",454.93
"BUSH",2004,201.947993862334,"RH2M","Relative Humidity at 2 Meters (%) ",68.56
"BUSH",2004,201.947993862334,"T2M","Temperature at 2 Meters (C) ",14.24
"BUSH",2004,201.947993862334,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.54
"BUSH",2004,201.947993862334,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.81
"BUSH",2004,201.947993862334,"PS","Surface Pressure (kPa) ",98.83
"BUSH",2004,201.947993862334,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"BUSH",2004,201.947993862334,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.66
"BUSH",2004,201.947993862334,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.5
"BUSH",2004,201.947993862334,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.77
"BUSH",2004,201.947993862334,"WS2M","Wind Speed at 2 Meters (m/s) ",1.73
"BUSH",2004,201.947993862334,"WS10M","Wind Speed at 10 Meters (m/s) ",3.02
"BUSH",2004,201.947993862334,NA,"Populationpersons",1663167
"BUSH",2004,201.947993862334,NA,"Percapitapersonalincome",50837
"BUSH",2004,201.947993862334,NA,"Farmproprietorsincome",45419
"BUSH",2004,201.947993862334,NA,"Nonfarmproprietorsincome",7251911
"BUSH",2004,201.947993862334,NA,"Farmproprietorsemployment",857
"BUSH",2004,201.947993862334,NA,"Nonfarmproprietorsemployment",192893
"BUSH",2005,146.301210992828,"PRECTOT","Precipitation (mm day-1) ",605.8
"BUSH",2005,146.301210992828,"RH2M","Relative Humidity at 2 Meters (%) ",70.67
"BUSH",2005,146.301210992828,"T2M","Temperature at 2 Meters (C) ",14.25
"BUSH",2005,146.301210992828,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.33
"BUSH",2005,146.301210992828,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.88
"BUSH",2005,146.301210992828,"PS","Surface Pressure (kPa) ",98.8
"BUSH",2005,146.301210992828,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"BUSH",2005,146.301210992828,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.56
"BUSH",2005,146.301210992828,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.34
"BUSH",2005,146.301210992828,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.67
"BUSH",2005,146.301210992828,"WS2M","Wind Speed at 2 Meters (m/s) ",1.65
"BUSH",2005,146.301210992828,"WS10M","Wind Speed at 10 Meters (m/s) ",2.89
"BUSH",2005,146.301210992828,NA,"Populationpersons",1675312
"BUSH",2005,146.301210992828,NA,"Percapitapersonalincome",53433
"BUSH",2005,146.301210992828,NA,"Farmproprietorsincome",34964
"BUSH",2005,146.301210992828,NA,"Nonfarmproprietorsincome",6863366
"BUSH",2005,146.301210992828,NA,"Farmproprietorsemployment",850
"BUSH",2005,146.301210992828,NA,"Nonfarmproprietorsemployment",196156
"BUSH",2006,158.184642907584,"PRECTOT","Precipitation (mm day-1) ",523.96
"BUSH",2006,158.184642907584,"RH2M","Relative Humidity at 2 Meters (%) ",70.24
"BUSH",2006,158.184642907584,"T2M","Temperature at 2 Meters (C) ",13.85
"BUSH",2006,158.184642907584,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.03
"BUSH",2006,158.184642907584,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.46
"BUSH",2006,158.184642907584,"PS","Surface Pressure (kPa) ",98.84
"BUSH",2006,158.184642907584,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.86
"BUSH",2006,158.184642907584,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.5
"BUSH",2006,158.184642907584,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.23
"BUSH",2006,158.184642907584,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.59
"BUSH",2006,158.184642907584,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"BUSH",2006,158.184642907584,"WS10M","Wind Speed at 10 Meters (m/s) ",2.82
"BUSH",2006,158.184642907584,NA,"Populationpersons",1691159
"BUSH",2006,158.184642907584,NA,"Percapitapersonalincome",58389
"BUSH",2006,158.184642907584,NA,"Farmproprietorsincome",34981
"BUSH",2006,158.184642907584,NA,"Nonfarmproprietorsincome",7584723
"BUSH",2006,158.184642907584,NA,"Farmproprietorsemployment",829
"BUSH",2006,158.184642907584,NA,"Nonfarmproprietorsemployment",201926
"BUSH",2007,166.442913203917,"PRECTOT","Precipitation (mm day-1) ",278.14
"BUSH",2007,166.442913203917,"RH2M","Relative Humidity at 2 Meters (%) ",66.03
"BUSH",2007,166.442913203917,"T2M","Temperature at 2 Meters (C) ",13.74
"BUSH",2007,166.442913203917,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.5
"BUSH",2007,166.442913203917,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.06
"BUSH",2007,166.442913203917,"PS","Surface Pressure (kPa) ",98.91
"BUSH",2007,166.442913203917,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"BUSH",2007,166.442913203917,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"BUSH",2007,166.442913203917,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.41
"BUSH",2007,166.442913203917,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.71
"BUSH",2007,166.442913203917,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"BUSH",2007,166.442913203917,"WS10M","Wind Speed at 10 Meters (m/s) ",2.97
"BUSH",2007,166.442913203917,NA,"Populationpersons",1712026
